seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
NZ_CP011314.1||1_partial	0.92	0.007	0.92	dsDNAphage	16596	1	15.2	27.3	16596	21	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011429.1||0_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	25.5	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011429.1||1_partial	0.947	0.007	0.947	dsDNAphage	9267	1	24.0	36.0	9267	14	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011350.1||0_partial	0.88	0.007	0.88	dsDNAphage	21833	1	40.5	16.2	21833	25	6	5	Yes	12090.0	9743.0	viral,host	12090,9743	1-12090,12091-21833	1-14,15-25	6,0	1,4
NZ_CP011622.1||0_partial	0.953	0.007	0.953	dsDNAphage	32001	1	16.3	14.0	32001	41	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011622.1||1_partial	0.92	0.0	0.92	dsDNAphage	19376	1	15.2	28.3	19376	33	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011808.2||0_partial	0.9	0.02	0.9	dsDNAphage	7694	1	4.5	9.1	7694	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LN868939.1||0_partial	1.0	0.013	1.0	dsDNAphage	90710	10	35.8	3.4	90710	157	53	9	Yes	88263.0	2447.0	host,viral	2447,88263	1-2447,2448-90710	1-3,4-157	0,53	3,6
NZ_LN868939.1||1_partial	0.9	0.007	0.9	dsDNAphage	93716	8	32.1	10.7	93716	124	52	14	Yes	65264.0	28452.0	viral,host	65264,28452	1-65264,65265-93716	1-98,99-124	51,1	1,13
NZ_CP012100.1||0_partial	0.927	0.0	0.927	dsDNAphage	60456	9	35.6	24.7	60456	61	15	11	Yes	39324.0	21132.0	host,viral,host	2937,39324,18195	1-2937,2938-42261,42262-60456	1-4,5-45,46-61	0,15,0	2,0,9
NZ_CP012100.1||1_partial	0.86	0.007	0.86	dsDNAphage	9304	1	11.8	11.8	9304	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012101.1||0_partial	0.9	0.0	0.9	dsDNAphage	35869	3	34.0	22.0	35869	37	2	6	Yes	23336.0	12533.0	viral,host	23336,12533	1-23336,23337-35869	1-24,25-37	2,0	1,5
NZ_LT904879.1||0_partial	0.907	0.0	0.907	dsDNAphage	60453	1	14.7	28.5	60453	78	4	7	Yes	51172.0	9281.0	host,viral	9281,51172	1-9281,9282-60453	1-7,8-78	0,4	3,4
NZ_CP012682.1||0_partial	0.953	0.013	0.953	dsDNAphage	14657	1	8.1	24.3	14657	25	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012688.1||0_partial	0.907	0.0	0.907	dsDNAphage	71765	6	36.8	18.9	71765	79	16	7	Yes	55426.0	16339.0	viral,host	55426,16339	1-55426,55427-71765	1-63,64-79	16,0	2,5
NZ_CP012688.1||1_partial	0.907	0.0	0.907	dsDNAphage	31338	4	17.5	25.0	31338	27	3	6	Yes	23404.0	7934.0	viral,host	23404,7934	1-23404,23405-31338	1-20,21-27	3,0	1,5
NZ_CP012754.1||0_partial	0.9	0.0	0.9	dsDNAphage	27608	1	18.2	29.5	27608	32	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012861.1||0_partial	0.94	0.007	0.94	dsDNAphage	42368	1	20.8	16.7	42368	36	0	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012698.1||0_partial	0.82	0.0	0.82	dsDNAphage	16585	1	16.1	19.4	16585	19	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LT904892.1||0_partial	0.913	0.0	0.913	dsDNAphage	24442	1	12.5	25.0	24442	44	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LT904892.1||1_partial	1.0	0.013	1.0	dsDNAphage	10941	1	41.7	8.3	10941	12	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021170.1||0_partial	0.933	0.0	0.933	dsDNAphage	32459	1	14.6	12.5	32459	36	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012931.1||0_partial	0.853	0.007	0.853	dsDNAphage	17338	1	7.5	25.0	17338	27	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013324.1||0_partial	0.953	0.007	0.953	dsDNAphage	32001	1	16.3	14.0	32001	41	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013324.1||1_partial	0.92	0.0	0.92	dsDNAphage	19376	1	15.2	28.3	19376	33	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LN868944.1||0_partial	0.9	0.0	0.9	dsDNAphage	45980	5	21.9	45.3	45980	52	9	22	Yes	17127.0	28853.0	host,viral,host	4373,17127,24480	1-4373,4374-21500,21501-45980	1-3,4-27,28-52	0,9,0	2,0,20
NZ_CP013482.1||0_partial	0.887	0.027	0.887	dsDNAphage	11586	1	3.6	3.6	11586	25	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013487.1||0_partial	0.933	0.0	0.933	dsDNAphage	60224	2	14.0	20.4	60224	79	4	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013946.1||0_partial	0.86	0.0	0.86	dsDNAphage	19874	3	23.1	26.9	19874	21	4	4	Yes	13633.0	6241.0	host,viral	6241,13633	1-6241,6242-19874	1-8,9-21	0,4	3,1
NZ_CP013966.1||0_partial	0.913	0.0	0.913	dsDNAphage	45497	1	14.7	22.1	45497	51	4	4	Yes	31018.0	14479.0	viral,host	31018,14479	1-31018,31019-45497	1-38,39-51	4,0	0,4
NZ_CP013419.1||0_partial	0.873	0.013	0.873	dsDNAphage	69103	6	29.4	41.2	69103	73	11	23	Yes	13176.0	55927.0	host,viral,host	11356,13176,44571	1-11356,11357-24532,24533-69103	1-11,12-33,34-73	0,11,0	4,0,19
NZ_CP013976.1||0_partial	0.84	0.0	0.84	dsDNAphage	14824	3	23.3	33.3	14824	21	4	3	Yes	8033.0	6791.0	host,viral	6791,8033	1-6791,6792-14824	1-10,11-21	0,4	3,0
NZ_AP014705.1||0_partial	0.933	0.0	0.933	dsDNAphage	62710	5	27.5	18.7	62710	76	12	4	Yes	51804.0	10906.0	viral,host	51804,10906	1-51804,51805-62710	1-66,67-76	12,0	1,3
NZ_AP017309.1||0_partial	0.967	0.0	0.967	dsDNAphage	27850	1	20.6	8.8	27850	21	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013929.1||0_partial	0.86	0.0	0.86	dsDNAphage	21117	1	9.1	12.1	21117	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011540.1||0_partial	0.927	0.0	0.927	dsDNAphage	62672	1	12.4	23.8	62672	91	6	13	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011540.1||1_partial	0.96	0.0	0.96	dsDNAphage	42055	1	14.5	24.6	42055	55	4	6	Yes	30643.0	11412.0	viral,host	30643,11412	1-30643,30644-42055	1-42,43-55	4,0	2,4
NZ_CP014283.1||0_partial	0.9	0.0	0.9	dsDNAphage	22561	2	35.9	17.9	22561	27	6	4	Yes	15441.0	7120.0	viral,host	15441,7120	1-15441,15442-22561	1-20,21-27	6,0	0,4
NZ_CP014851.1||0_partial	0.847	0.0	0.847	dsDNAphage	49590	1	16.2	17.6	49590	62	1	9	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015139.1||0_partial	0.92	0.0	0.92	dsDNAphage	19377	1	15.2	28.3	19377	33	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015139.1||1_partial	0.967	0.0	0.967	dsDNAphage	17544	1	16.7	36.1	17544	23	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014658.1||0_partial	0.9	0.0	0.9	dsDNAphage	34010	1	15.5	20.7	34010	46	4	7	Yes	30353.0	3657.0	viral,host	30353,3657	1-30353,30354-34010	1-41,42-46	4,0	2,5
NZ_CP014658.1||1_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	25.5	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015237.1||0_partial	0.9	0.053	0.9	dsDNAphage	15702	1	3.1	0.0	15702	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015237.1||1_partial	0.987	0.02	0.987	dsDNAphage	12854	1	7.7	0.0	12854	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014966.1||0_partial	0.893	0.0	0.893	dsDNAphage	40112	1	12.7	19.0	40112	65	4	16	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014966.1||1_partial	0.907	0.0	0.907	dsDNAphage	15658	1	27.3	22.7	15658	22	2	3	Yes	13049.0	2609.0	host,viral	2609,13049	1-2609,2610-15658	1-5,6-22	0,2	2,1
NZ_CP014978.1||0_partial	0.947	0.0	0.947	dsDNAphage	32296	1	12.7	23.6	32296	42	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014978.1||1_partial	0.953	0.007	0.953	dsDNAphage	19324	1	12.8	23.4	19324	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011122.1||0_partial	0.887	0.0	0.887	dsDNAphage	15368	1	13.5	21.6	15368	25	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015439.1||0_partial	0.953	0.0	0.953	dsDNAphage	80386	12	39.6	19.8	80386	101	32	28	Yes	46138.0	34248.0	viral,host	46138,34248	1-46138,46139-80386	1-67,68-101	32,0	2,26
NZ_CP014775.1||0_partial	0.9	0.0	0.9	dsDNAphage	28725	1	11.5	27.9	28725	49	3	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011152.1||0_partial	0.94	0.0	0.94	dsDNAphage	21269	1	36.6	17.1	21269	29	6	8	Yes	13193.0	8076.0	host,viral,host	4709,13193,3367	1-4709,4710-17902,17903-21269	1-5,6-21,22-29	0,6,0	3,0,5
NZ_CP011154.1||0_partial	0.88	0.0	0.88	dsDNAphage	31861	1	36.7	18.4	31861	37	6	12	Yes	14232.0	17629.0	host,viral,host	1463,14232,16166	1-1463,1464-15695,15696-31861	1-3,4-20,21-37	0,6,0	2,0,10
NZ_CP015597.1||0_partial	0.887	0.0	0.887	dsDNAphage	26246	2	13.2	34.2	26246	26	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015833.1||0_partial	0.947	0.0	0.947	dsDNAphage	75121	1	20.0	16.8	75121	95	5	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015867.1||0_partial	0.933	0.0	0.933	dsDNAphage	23783	1	11.6	7.0	23783	31	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021071.1||0_partial	0.867	0.0	0.867	dsDNAphage	10593	1	9.4	31.2	10593	17	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016526.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	25.0	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016589.1||0_partial	0.86	0.0	0.86	dsDNAphage	66030	1	25.8	19.1	66030	77	7	17	Yes	24757.0	41273.0	host,viral,host	8780,24757,32493	1-8780,8781-33537,33538-66030	1-9,10-40,41-77	0,7,0	4,0,13
NZ_CP016589.1||1_partial	0.92	0.0	0.92	dsDNAphage	14666	2	12.5	21.9	14666	20	3	3	Yes	10319.0	4347.0	viral,host	10319,4347	1-10319,10320-14666	1-14,15-20	3,0	1,2
NZ_CP016589.1||2_partial	0.86	0.0	0.86	dsDNAphage	8370	1	12.0	16.0	8370	13	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015530.1||0_partial	0.86	0.0	0.86	dsDNAphage	29838	4	19.5	19.5	29838	29	2	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016624.1||0_partial	0.907	0.0	0.907	dsDNAphage	31757	1	17.8	13.3	31757	41	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016905.1||0_partial	0.907	0.0	0.907	dsDNAphage	34573	4	28.3	26.1	34573	34	9	9	Yes	14146.0	20427.0	host,viral,host	8086,14146,12341	1-8086,8087-22232,22233-34573	1-7,8-27,28-34	0,9,0	3,0,6
NZ_CP015835.1||0_partial	0.947	0.0	0.947	dsDNAphage	52815	1	13.7	26.3	52815	79	6	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015835.1||1_partial	0.94	0.0	0.94	dsDNAphage	23130	1	20.0	22.5	23130	28	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017185.1||0_partial	0.887	0.0	0.887	dsDNAphage	69221	4	30.2	17.5	69221	64	2	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017077.1||0_partial	0.873	0.0	0.873	dsDNAphage	16778	1	15.2	24.2	16778	24	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013820.1||0_partial	0.84	0.0	0.84	dsDNAphage	70370	10	34.0	30.9	70370	83	17	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014683.1||0_partial	0.947	0.02	0.947	dsDNAphage	17980	1	9.8	24.4	17980	27	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017191.1||0_partial	0.893	0.0	0.893	dsDNAphage	22545	1	25.6	30.2	22545	30	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017191.1||1_partial	0.9	0.0	0.9	dsDNAphage	27327	1	22.5	25.0	27327	30	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017756.1||0_partial	0.913	0.0	0.913	dsDNAphage	36290	1	13.8	12.1	36290	46	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017773.1||0_partial	0.893	0.02	0.893	dsDNAphage	16763	1	15.6	21.9	16763	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017887.1||0_partial	0.907	0.0	0.907	dsDNAphage	34632	1	17.5	19.0	34632	52	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017887.1||1_partial	0.987	0.013	0.987	dsDNAphage	19607	1	21.6	37.8	19607	23	3	2	Yes	17040.0	2567.0	host,viral	2567,17040	1-2567,2568-19607	1-2,3-23	0,3	2,0
NZ_CP017887.1||2_partial	0.9	0.0	0.9	dsDNAphage	18267	2	19.4	35.5	18267	22	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018313.1||0_partial	0.88	0.0	0.88	dsDNAphage	129241	1	18.3	20.7	129241	152	9	15	Yes	118069.0	11172.0	host,viral	11172,118069	1-11172,11173-129241	1-10,11-152	0,9	3,12
NZ_CP018025.1||0_partial	0.867	0.0	0.867	dsDNAphage	43779	1	10.3	1.5	43779	58	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018025.1||1_partial	0.86	0.0	0.86	dsDNAphage	49363	1	26.2	21.3	49363	49	4	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018028.1||0_partial	0.867	0.0	0.867	dsDNAphage	43779	1	10.3	1.5	43779	58	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018028.1||1_partial	0.86	0.0	0.86	dsDNAphage	49264	1	26.2	21.3	49264	49	4	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013238.1||0_partial	0.9	0.0	0.9	dsDNAphage	170390	11	29.2	19.9	170390	211	37	65	Yes	73135.0	97255.0	viral,host	73135,97255	1-73135,73136-170390	1-120,121-211	37,0	4,61
NZ_CP016555.1||0_partial	0.82	0.007	0.82	dsDNAphage	26719	1	31.0	33.3	26719	31	1	9	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017055.1||0_partial	0.933	0.0	0.933	dsDNAphage	34604	1	12.1	27.6	34604	45	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017055.1||1_partial	0.907	0.0	0.907	dsDNAphage	17154	1	17.1	31.7	17154	29	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016013.1||0_partial	0.907	0.007	0.907	dsDNAphage	16574	1	14.3	28.6	16574	30	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015116.1||0_partial	0.967	0.0	0.967	dsDNAphage	35377	5	37.8	28.9	35377	45	17	5	Yes	25479.0	9898.0	host,viral	9898,25479	1-9898,9899-35377	1-8,9-45	0,17	5,0
NZ_CP010131.1||0_partial	0.873	0.007	0.873	dsDNAphage	30302	1	32.0	26.0	30302	38	3	4	Yes	24787.0	5515.0	viral,host	24787,5515	1-24787,24788-30302	1-33,34-38	3,0	2,2
NZ_CP010135.1||0_partial	0.987	0.027	0.987	dsDNAphage	31281	15	61.3	22.6	31281	31	15	9	Yes	17909.0	13372.0	host,viral	13372,17909	1-13372,13373-31281	1-11,12-31	0,15	9,0
NZ_CP010146.1||0_partial	0.913	0.007	0.913	dsDNAphage	63128	3	36.2	30.0	63128	70	11	11	Yes	40246.0	22882.0	viral,host	40246,22882	1-40246,40247-63128	1-47,48-70	11,0	0,11
NZ_CP010154.1||0_partial	0.907	0.007	0.907	dsDNAphage	21667	1	40.5	29.7	21667	25	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010234.1||0_partial	0.94	0.0	0.94	dsDNAphage	24318	1	42.1	28.9	24318	26	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016918.1||0_partial	0.94	0.0	0.94	dsDNAphage	31974	1	18.2	13.6	31974	41	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018621.1||0_partial	0.893	0.0	0.893	dsDNAphage	27679	1	18.4	10.5	27679	38	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018689.1||0_partial	0.873	0.0	0.873	dsDNAphage	18541	1	13.6	29.5	18541	32	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017105.1||0_partial	0.873	0.0	0.873	dsDNAphage	17238	2	26.7	30.0	17238	18	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018704.1||0_partial	0.873	0.0	0.873	dsDNAphage	18541	1	13.6	29.5	18541	32	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018710.1||0_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	27.7	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018716.1||0_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	27.7	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018722.1||0_partial	0.927	0.0	0.927	dsDNAphage	16940	1	14.0	30.2	16940	29	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018729.1||0_partial	0.94	0.007	0.94	dsDNAphage	31043	1	16.4	16.4	31043	45	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018732.1||0_partial	0.893	0.0	0.893	dsDNAphage	40041	1	16.1	17.7	40041	54	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018463.1||0_partial	0.9	0.0	0.9	dsDNAphage	65450	1	18.6	10.5	65450	78	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018463.1||1_partial	0.92	0.007	0.92	dsDNAphage	15130	1	20.0	25.7	15130	22	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018472.1||0_partial	0.833	0.0	0.833	dsDNAphage	50575	1	17.6	17.6	50575	68	1	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018698.1||0_partial	0.86	0.0	0.86	dsDNAphage	37575	1	16.7	27.3	37575	54	3	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018848.1||0_partial	0.84	0.0	0.84	dsDNAphage	48394	1	18.8	17.4	48394	67	1	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018855.1||0_partial	0.853	0.0	0.853	dsDNAphage	46105	1	18.2	16.7	46105	64	1	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018851.1||0_partial	0.893	0.0	0.893	dsDNAphage	38542	1	13.6	22.0	38542	54	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018859.1||0_partial	0.88	0.0	0.88	dsDNAphage	41070	1	16.7	16.7	41070	58	1	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018817.1||0_partial	0.92	0.0	0.92	dsDNAphage	16753	1	17.1	31.7	16753	28	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018817.1||1_partial	0.947	0.0	0.947	dsDNAphage	22290	1	15.4	33.3	22290	27	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013761.1||0_partial	0.833	0.0	0.833	dsDNAphage	121389	7	30.4	33.9	121389	156	11	26	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013779.1||0_partial	0.84	0.0	0.84	dsDNAphage	35185	5	33.8	27.7	35185	52	8	6	Yes	14715.0	20470.0	viral,host	14715,20470	1-14715,14716-35185	1-23,24-52	8,0	1,5
NZ_CP013792.1||0_partial	0.813	0.0	0.813	dsDNAphage	99736	11	30.3	34.1	99736	120	17	11	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013797.1||0_partial	0.853	0.0	0.853	dsDNAphage	43106	9	37.1	29.0	43106	50	14	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013804.1||0_partial	0.86	0.0	0.86	dsDNAphage	19874	3	26.1	26.1	19874	21	4	4	Yes	13633.0	6241.0	host,viral	6241,13633	1-6241,6242-19874	1-8,9-21	0,4	3,1
NZ_CP013815.1||0_partial	0.84	0.0	0.84	dsDNAphage	70369	10	34.0	30.9	70369	83	17	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017632.1||0_partial	0.9	0.0	0.9	dsDNAphage	134393	7	35.8	25.9	134393	150	33	19	Yes	91908.0	42485.0	viral,host	91908,42485	1-91908,91909-134393	1-98,99-150	33,0	1,18
NZ_CP017632.1||1_partial	0.9	0.0	0.9	dsDNAphage	16183	1	13.3	20.0	16183	23	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017300.1||0_partial	0.933	0.033	0.933	dsDNAphage	16451	1	8.3	8.3	16451	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015394.1||0_partial	0.967	0.0	0.967	dsDNAphage	53678	1	12.1	22.2	53678	84	6	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015394.1||1_partial	0.92	0.0	0.92	dsDNAphage	37636	1	15.5	25.9	37636	45	4	4	Yes	29660.0	7976.0	viral,host	29660,7976	1-29660,29661-37636	1-41,42-45	4,0	2,2
NZ_CP017987.1||0_partial	0.913	0.0	0.913	dsDNAphage	20090	1	12.2	30.6	20090	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019214.1||0_partial	0.927	0.0	0.927	dsDNAphage	16811	1	11.8	23.5	16811	22	2	2	Yes	11775.0	5036.0	viral,host	11775,5036	1-11775,11776-16811	1-18,19-22	2,0	0,2
NZ_CP019216.1||0_partial	0.907	0.0	0.907	dsDNAphage	25619	2	44.2	27.9	25619	31	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019308.1||0_partial	0.913	0.0	0.913	dsDNAphage	49421	7	30.8	41.5	49421	52	11	25	Yes	16151.0	33270.0	host,viral,host	4701,16151,28569	1-4701,4702-20852,20853-49421	1-7,8-27,28-52	0,11,0	4,0,21
NZ_CP016838.1||0_partial	0.893	0.0	0.893	dsDNAphage	72909	1	19.8	15.1	72909	86	7	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019443.1||0_partial	0.927	0.0	0.927	dsDNAphage	16811	1	11.8	23.5	16811	22	2	2	Yes	11775.0	5036.0	viral,host	11775,5036	1-11775,11776-16811	1-18,19-22	2,0	0,2
NZ_CP014203.1||0_partial	0.867	0.0	0.867	dsDNAphage	18124	1	17.2	24.1	18124	17	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019641.1||0_partial	0.913	0.0	0.913	dsDNAphage	48901	1	14.1	12.7	48901	59	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014690.1||0_partial	0.84	0.0	0.84	dsDNAphage	19898	1	12.1	21.2	19898	22	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014688.1||0_partial	0.86	0.0	0.86	dsDNAphage	42478	1	22.4	12.2	42478	38	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014295.1||0_partial	0.933	0.007	0.933	dsDNAphage	33479	1	14.0	26.3	33479	43	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014295.1||1_partial	0.913	0.0	0.913	dsDNAphage	15837	1	13.5	27.0	15837	22	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018944.1||0_partial	0.867	0.0	0.867	dsDNAphage	23042	1	18.8	21.9	23042	28	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019001.1||0_partial	0.927	0.0	0.927	dsDNAphage	19771	1	12.8	25.5	19771	36	3	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018781.1||0_partial	0.88	0.0	0.88	dsDNAphage	21436	1	29.3	26.8	21436	28	2	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018784.1||0_partial	0.92	0.0	0.92	dsDNAphage	290177	2	12.3	4.3	290177	459	24	19	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018784.1||1_partial	0.913	0.007	0.913	dsDNAphage	67849	1	10.3	6.2	67849	85	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020328.1||0_partial	0.92	0.0	0.92	dsDNAphage	31048	1	24.5	24.5	31048	41	0	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020056.1||0_partial	0.973	0.027	0.973	dsDNAphage	16601	1	17.6	38.2	16601	22	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020056.1||1_partial	0.927	0.013	0.927	dsDNAphage	12997	1	15.6	31.2	12997	20	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020346.1||0_partial	0.907	0.0	0.907	dsDNAphage	120922	14	31.5	32.0	120922	166	42	47	Yes	57790.0	63132.0	viral,host	57790,63132	1-57790,57791-120922	1-100,101-166	42,0	1,46
NZ_CP020346.1||1_partial	0.967	0.0	0.967	dsDNAphage	28152	16	52.5	17.5	28152	40	18	5	Yes	25497.0	2655.0	host,viral	2655,25497	1-2655,2656-28152	1-4,5-40	0,18	4,1
NZ_CP020429.1||0_partial	0.9	0.0	0.9	dsDNAphage	20802	1	23.3	23.3	20802	25	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020455.1||0_partial	0.9	0.047	0.9	dsDNAphage	9587	1	5.6	13.9	9587	23	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016746.1||0_partial	0.913	0.02	0.913	dsDNAphage	26429	4	27.0	16.2	26429	25	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
